time_s,north_vel_fps,east_vel_fps,down_vel_fps,height_ft,total_pres_psi,static_pres_psi,total_temp_K,aoa_rad,aos_rad,roll_angle_rad,pitch_angle_rad,true_heading_rad
326.5,426.8392332,-563.471938688,1.006506972,21323.4908136483,8.91168740502978,6.76355568037052,284.151859829206,-0.208950323535755,-0.0170421919847297,-0.49173671072172,0.0524429675891559,-1.02958871835456
326.55,423.389271872,-565.655133312,0.960424317,21323.4908136483,8.91168740502978,6.76355568037052,284.151859829206,-0.209096074111855,-0.0171022483836722,-0.491353215529112,0.0524429675891559,-1.03054745633608
326.6,423.389271872,-565.655133312,0.960424317,21323.4908136483,8.91168740502978,6.76355568037052,284.155024976153,-0.209125224227075,-0.0170902371038837,-0.490873846538352,0.0525388413873079,-1.03208143710651
326.65,423.389271872,-565.655133312,0.960424317,21323.4908136483,8.91257175527996,6.76365310878791,284.155024976153,-0.208950323535755,-0.0170181694251526,-0.490490351345743,0.0525388413873079,-1.03313604888619
326.7,423.389271872,-565.655133312,0.960424317,21323.1627296588,8.91257175527996,6.76365310878791,284.155024976153,-0.209125224227075,-0.0170181694251526,-0.490106856153135,0.0525388413873079,-1.03467002965662
326.75,421.09016216,-567.079677568,0.925915245,21323.1627296588,8.91257175527996,6.76365310878791,284.155024976153,-0.208833723074875,-0.0170061581453641,-0.489819234758679,0.0525388413873079,-1.03562876763814
326.8,421.09016216,-567.079677568,0.925915245,21323.1627296588,8.91257175527996,6.76365310878791,284.151859829206,-0.208979473650975,-0.0170061581453641,-0.489531613364223,0.05263471518546,-1.03716274840857
326.85,421.09016216,-567.079677568,0.925915245,21323.1627296588,8.91257175527996,6.76365310878791,284.155024976153,-0.209241824687955,-0.0170782258240952,-0.489339865767919,0.0525388413873079,-1.03821736018824
326.9,421.09016216,-567.079677568,0.925915245,21323.1627296588,8.91257175527996,6.76365310878791,284.155024976153,-0.208892023305315,-0.0170181694251526,-0.489052244373463,0.05263471518546,-1.03965546716052
326.95,417.612526448,-569.227478272,0.845861292,21323.1627296588,8.91350107249202,6.7637505372053,284.155024976153,-0.209096074111855,-0.0168620227879018,-0.488860496777159,0.05263471518546,-1.0407100789402
327,417.612526448,-569.227478272,0.845861292,21322.8346456693,8.91350107249202,6.7637505372053,284.1581901231,-0.208979473650975,-0.0169100679070559,-0.488860496777159,0.05263471518546,-1.04214818591248
327.05,417.612526448,-569.227478272,0.845861292,21322.8346456693,8.91350107249202,6.7637505372053,284.155024976153,-0.208833723074875,-0.0170061581453641,-0.488668749180855,0.052730588983612,-1.043106923894
327.1,417.612526448,-569.227478272,0.845861292,21322.8346456693,8.91350107249202,6.7637505372053,284.1581901231,-0.208717122613995,-0.0172463837411345,-0.488668749180855,0.052826462781764,-1.04454503086628
327.15,415.300113504,-570.633166112,0.774762611,21322.8346456693,8.91350107249202,6.7637505372053,284.1581901231,-0.208833723074875,-0.0170902371038837,-0.488956370575311,0.052826462781764,-1.0455037688478
327.2,415.300113504,-570.633166112,0.774762611,21322.8346456693,8.91350107249202,6.7637505372053,284.151859829206,-0.209037773881415,-0.0170181694251526,-0.489531613364223,0.052826462781764,-1.04694187582008
327.25,415.300113504,-570.633166112,0.774762611,21322.5065616798,8.9141381044519,6.76379550416718,284.155024976153,-0.208921173420535,-0.0169701243059985,-0.489819234758679,0.052922336579916,-1.04780474000345
327.3,415.300113504,-570.633166112,0.774762611,21322.5065616798,8.9141381044519,6.76379550416718,284.155024976153,-0.208804572959655,-0.016982135585787,-0.490490351345743,0.052922336579916,-1.04924284697573
327.35,411.828214048,-572.733856288,0.639624963,21322.5065616798,8.9141381044519,6.76379550416718,284.1581901231,-0.209183524457515,-0.0170662145443067,-0.4907779727402,0.052922336579916,-1.05010571115909
327.4,411.828214048,-572.733856288,0.639624963,21322.5065616798,8.9141381044519,6.76379550416718,284.161355270047,-0.209183524457515,-0.017234372461346,-0.491353215529112,0.0530182103780681,-1.05154381813137
327.45,411.828214048,-572.733856288,0.639624963,21322.5065616798,8.9141381044519,6.76379550416718,284.161355270047,-0.209066923996635,-0.0171743160624034,-0.491832584519872,0.0530182103780681,-1.05240668231474
327.5,411.828214048,-572.733856288,0.639624963,21322.5065616798,8.9141381044519,6.76379550416718,284.1581901231,-0.209096074111855,-0.0171022483836722,-0.492503701106936,0.0530182103780681,-1.05384478928702
327.55,409.502284288,-574.118734944,0.584352475,21322.5065616798,8.9143854227422,6.76389293258457,284.161355270047,-0.209154374342295,-0.0169941468655755,-0.492983070097696,0.0531140841762201,-1.05480352726854
327.6,409.502284288,-574.118734944,0.584352475,21322.5065616798,8.9143854227422,6.76389293258457,284.161355270047,-0.208950323535755,-0.0170421919847297,-0.493750060482912,0.0530182103780681,-1.05624163424082
327.65,409.502284288,-574.118734944,0.584352475,21322.5065616798,8.9143854227422,6.76389293258457,284.1581901231,-0.208804572959655,-0.0171863273421919,-0.494325303271824,0.0530182103780681,-1.0572962460205
327.7,409.502284288,-574.118734944,0.584352475,21322.5065616798,8.9143854227422,6.76389293258457,284.155024976153,-0.209270974803175,-0.0174265529379624,-0.494996419858889,0.0530182103780681,-1.05873435299278
327.75,405.95941392,-576.205633696,0.52654177,21322.1784776903,8.9143854227422,6.76389293258457,284.1581901231,-0.209212674572735,-0.0171382822230378,-0.495571662647801,0.0530182103780681,-1.05978896477245
327.8,405.95941392,-576.205633696,0.52654177,21322.1784776903,8.9143854227422,6.76389293258457,284.1581901231,-0.209154374342295,-0.0170301807049411,-0.496530400629321,0.052922336579916,-1.06141881934103
327.85,405.95941392,-576.205633696,0.52654177,21322.1784776903,8.9136959293268,6.76414025087488,284.1581901231,-0.208921173420535,-0.0171142596634608,-0.497105643418233,0.052826462781764,-1.06237755732255
327.9,405.95941392,-576.205633696,0.52654177,21322.1784776903,8.9136959293268,6.76414025087488,284.155024976153,-0.208629672268335,-0.0170542032645182,-0.497872633803449,0.052826462781764,-1.06400741189114
327.95,403.589760464,-577.59277024,0.503413674,21322.1784776903,8.9136959293268,6.76414025087488,284.155024976153,-0.208979473650975,-0.0171983386219804,-0.498256128996057,0.052730588983612,-1.06506202367081
